transaction_id,timestamp,customer_id,amount,merchant_category,location,device_type,transaction_hour,day_of_week,days_since_last_tx,avg_transaction_amount,transaction_count_24h,is_international,is_night,is_fraud,log_amount,amount_normalized,is_weekend
TX_00000038,2026-04-02 12:39:03.348404,CUST_000845,182.05932274790248,restaurant,Phoenix,tablet,12,3,2.5525770639479672,52.82279243353643,3,1,0,0,5.209810268331645,3.4466054208886474,0
TX_00000039,2026-04-02 12:39:05.348404,CUST_000837,128.90170468721942,restaurant,Austin,tablet,12,3,2.6430045996302884,94.9251361970825,0,0,0,0,4.86677804666373,1.3579301526583556,0
TX_00000040,2026-04-02 12:40:32.348404,CUST_000369,196.2095975042185,gas_station,Dallas,tablet,12,3,0.4065280032292001,361.00698140682624,5,0,0,0,5.284267109869733,0.5435063796816324,0
TX_00000041,2026-04-02 12:41:02.348404,CUST_000008,340.05816988972185,entertainment,New York,mobile,12,3,0.2896802628895433,198.36256776414447,2,0,0,0,5.832053048922215,1.7143263153058959,0
TX_00000042,2026-04-02 12:42:19.348404,CUST_000722,158.94010527624215,education,San Antonio,tablet,12,3,5.871592768961516,196.67901033067508,6,0,0,0,5.074799403126875,0.8081193057104428,0
TX_00000043,2026-04-02 12:43:18.348404,CUST_000627,83.09124816496855,grocery,Philadelphia,tablet,12,3,1.4952997759104072,161.33785551192085,0,0,0,0,4.431902496937983,0.5150139618586237,0
TX_00000044,2026-04-02 12:44:55.348404,CUST_000581,191.27618771705872,utilities,Philadelphia,desktop,12,3,0.18357957966656724,54.182730755054195,0,0,0,0,5.258932816102864,3.5302057510125837,0
TX_00000045,2026-04-02 12:47:52.348404,CUST_000518,354.69483232429275,travel,San Diego,tablet,12,3,2.9718780150704656,195.08472808932012,3,0,0,0,5.8740731506630235,1.8181578629870743,0
TX_00000046,2026-04-02 12:47:55.348404,CUST_000607,95.86456204734084,healthcare,Los Angeles,tablet,12,3,0.950056399305173,84.62339129400219,1,0,0,0,4.573313735260334,1.1328376301333056,0
TX_00000047,2026-04-02 12:49:18.348404,CUST_000680,194.25765625909986,grocery,New York,desktop,12,3,0.15109761163612453,77.22703403806317,2,0,0,0,5.274320000545623,2.515410033270932,0
TX_00000048,2026-04-02 12:50:43.348404,CUST_000323,226.31414862930785,grocery,San Antonio,mobile,12,3,3.0741238408289826,183.4881052012554,5,0,0,0,5.426332975420639,1.2333995622281866,0
TX_00000049,2026-04-02 12:52:07.348404,CUST_000635,898.0031381797027,travel,Philadelphia,mobile,12,3,1.0953609570742302,187.5883096087389,0,0,0,0,6.801286525210469,4.787095422165202,0
TX_00000050,2026-04-02 12:52:53.348404,CUST_000855,243.4530401360506,gas_station,Phoenix,mobile,12,3,0.5897068534520407,292.92711375945754,2,0,0,0,5.499023225584876,0.8311044922115558,0
TX_00000051,2026-04-02 12:53:40.348404,CUST_000191,182.59816438015218,utilities,New York,tablet,12,3,0.68450911702171,178.10092263794675,6,0,0,0,5.2127494802069565,1.0252510861571877,0
TX_00000052,2026-04-02 12:54:34.348404,CUST_000868,93.3898267977387,online,Philadelphia,tablet,12,3,0.3243072867379766,141.88187022954133,4,0,0,0,4.547433300371071,0.6582224116911446,0
TX_00000053,2026-04-02 12:54:55.348404,CUST_000674,594.589550448959,travel,Chicago,mobile,12,3,0.029171119452534786,19.557971241585452,4,0,0,0,6.389551756077301,30.401392000449587,0
TX_00000054,2026-04-02 12:55:15.348404,CUST_000115,133.39437817812166,gas_station,Chicago,mobile,12,3,1.0782330804112334,135.0165685998144,3,0,0,0,4.900778598182358,0.9879852492289233,0
TX_00000055,2026-04-02 12:57:25.348404,CUST_000466,139.87618630994075,education,San Antonio,desktop,12,3,2.2383252106266025,133.3051228994315,1,0,0,0,4.9478813933355985,1.0492934049913942,0
TX_00000056,2026-04-02 12:57:28.348404,CUST_000125,88.91440088824895,restaurant,Dallas,tablet,12,3,0.2785229712208526,169.91171504689518,3,0,0,0,4.49885811650481,0.5232976482151852,0
TX_00000057,2026-04-02 12:59:31.348404,CUST_000392,533.7759573395127,travel,Dallas,tablet,12,3,1.8277406133173273,24.509577966367253,1,0,0,0,6.281847887858793,21.778259832624432,0
TX_00000058,2026-04-02 12:59:59.348404,CUST_000469,138.71538182412567,gas_station,San Antonio,desktop,12,3,0.11310967969309556,338.71248673001736,0,0,0,0,4.939607366315682,0.4095372543342154,0
TX_00000059,2026-04-02 13:01:56.348404,CUST_000279,304.53676597231214,grocery,Los Angeles,mobile,13,3,4.497788302964587,265.1293105519451,2,0,0,0,5.72207011825209,1.148634850437052,0
TX_00000060,2026-04-02 13:02:12.348404,CUST_000934,201.89444149088007,gas_station,San Antonio,mobile,13,3,1.0478226141330345,69.62953022363997,0,0,0,0,5.312685851142957,2.8995519694363057,0
TX_00000061,2026-04-02 13:03:07.348404,CUST_000999,169.67222707170396,retail,Philadelphia,tablet,13,3,1.3561036460810607,211.23164783756508,2,0,0,0,5.13974491633893,0.8032519218056762,0
TX_00000062,2026-04-02 13:03:25.348404,CUST_000872,281.86853529433097,online,San Diego,desktop,13,3,0.7569170378256664,139.37722718903808,5,0,0,0,5.644982250115289,2.0223428244273447,0
TX_00000063,2026-04-02 13:03:33.348404,CUST_000265,77.79690059110789,utilities,New York,mobile,13,3,0.79259312704171,240.73615106430458,3,0,0,0,4.366873663490133,0.3231625173334563,0
TX_00000064,2026-04-02 13:05:20.348404,CUST_000248,400.1221014082761,travel,New York,desktop,13,3,0.9455588854212679,86.29529083972848,3,0,0,0,5.994265873248166,4.63666206480955,0
TX_00000065,2026-04-02 13:05:33.348404,CUST_000847,80.4317839063455,utilities,Phoenix,desktop,13,3,2.3108492004085472,84.96151251938697,1,0,0,0,4.399765662476529,0.9466849344047653,0
TX_00000066,2026-04-02 13:05:40.348404,CUST_000808,109.9657559563785,utilities,Dallas,tablet,13,3,1.5792694452677642,197.56050744418383,1,0,0,0,4.709221648817418,0.5566181084417734,0
TX_00000067,2026-04-02 13:05:55.348404,CUST_000692,195.1912253717859,education,Chicago,mobile,13,3,1.220383148193374,278.7721217367366,0,0,0,0,5.279089823255456,0.7001820130210803,0
TX_00000068,2026-04-02 13:06:28.348404,CUST_000939,131.600670930359,restaurant,Phoenix,desktop,13,3,0.2973967593562216,473.75930800610666,0,0,0,0,4.88734213754559,0.2777795996963561,0
TX_00000069,2026-04-02 13:08:31.348404,CUST_000662,57.201240102294584,healthcare,Phoenix,desktop,13,3,0.46991847454319147,172.39868956510162,0,0,0,0,4.063906662109952,0.33179625811885366,0
TX_00000070,2026-04-02 13:08:39.348404,CUST_000442,285.979692367494,restaurant,New York,tablet,13,3,2.5188711091541993,197.92047240940516,4,0,0,0,5.65941145495472,1.444922240160863,0
TX_00000071,2026-04-02 13:09:06.348404,CUST_000071,114.84176127250244,retail,Philadelphia,desktop,13,3,2.101402059163647,94.43437708225176,5,0,0,0,4.752225132876987,1.2161012209830746,0
TX_00000072,2026-04-02 13:09:34.348404,CUST_000222,269.53562208825304,healthcare,Dallas,desktop,13,3,1.4914853672668313,52.55309506465176,2,0,0,0,5.600403779406411,5.128824891410591,0
TX_00000073,2026-04-02 13:10:26.348404,CUST_000405,60.289222457284595,grocery,Los Angeles,mobile,13,3,0.2527685521126411,95.19817321354864,1,1,0,0,4.1156040111271475,0.6333023042579162,0
TX_00000074,2026-04-02 13:11:00.348404,CUST_000361,57.75092375327007,retail,Chicago,desktop,13,3,0.8402344847856181,81.29993254272671,1,0,0,0,4.073306876360572,0.7103440549956104,0
TX_00000075,2026-04-02 13:11:56.348404,CUST_000174,11.451240146833017,online,Philadelphia,desktop,13,3,2.616657396549766,106.845083194777,6,0,0,0,2.5218202281373423,0.10717610772933348,0
TX_00000076,2026-04-02 13:12:25.348404,CUST_000652,114.19962940161278,retail,Philadelphia,tablet,13,3,0.19005195419744517,74.19688530342852,1,0,0,0,4.746666531256727,1.539143172042773,0
TX_00000077,2026-04-02 13:12:57.348404,CUST_000364,33.20116145937135,utilities,Philadelphia,mobile,13,3,0.9314947833401783,130.73227925859348,2,0,0,0,3.5322596042922365,0.2539629971087567,0
TX_00000078,2026-04-02 13:13:50.348404,CUST_000658,216.20859238848945,restaurant,Dallas,tablet,13,3,2.378445680416111,45.61606268668755,3,0,0,0,5.380858147076987,4.739746914886346,0
TX_00000079,2026-04-02 13:14:23.348404,CUST_000185,117.82861373871589,online,Los Angeles,tablet,13,3,2.0086651842437737,271.09268768779987,2,0,0,0,4.777682234313799,0.4346432754925931,0
TX_00000080,2026-04-02 13:14:41.348404,CUST_000745,27.168044088107905,retail,Chicago,tablet,13,3,0.3294110132464954,49.832445827564655,1,0,0,0,3.3381881470357038,0.5451878517485889,0
TX_00000081,2026-04-02 13:15:31.348404,CUST_000250,172.2407099220989,retail,Philadelphia,desktop,13,3,3.184369811021349,125.18537284513536,1,0,0,0,5.154682014249014,1.3758852652472016,0
TX_00000082,2026-04-02 13:17:36.348404,CUST_000553,332.3816428667005,entertainment,Philadelphia,tablet,13,3,0.880336955866458,30.383050066738633,2,0,0,0,5.809287908412994,10.939706255185026,0
TX_00000083,2026-04-02 13:17:38.348404,CUST_000407,238.00468925320337,healthcare,Los Angeles,tablet,13,3,1.5307170623842237,295.82656239737895,3,0,0,0,5.4764831720453255,0.8045413073268776,0
TX_00000084,2026-04-02 13:18:28.348404,CUST_000740,270.33849006305064,education,Chicago,mobile,13,3,1.357605745909055,241.30091827487934,2,0,0,0,5.603367082300213,1.1203375933907262,0
TX_00000085,2026-04-02 13:19:06.348404,CUST_000751,337.3866897958176,utilities,Chicago,desktop,13,3,0.08897019707372783,173.805124150764,2,0,0,0,5.824189294203839,1.9411780374389758,0
TX_00000086,2026-04-02 13:20:41.348404,CUST_000801,101.65339750388992,retail,San Diego,tablet,13,3,0.914908854031386,203.56131154370377,1,0,0,0,4.631358240860616,0.4993748405971798,0
TX_00000087,2026-04-02 13:20:51.348404,CUST_000420,501.63678191221675,education,Austin,desktop,13,3,0.9565165254354672,96.24028090738193,3,0,0,0,6.219867805703149,5.212337050376789,0
TX_00000088,2026-04-02 13:23:00.348404,CUST_000664,214.27710588631683,gas_station,Philadelphia,mobile,13,3,1.4019424985138502,50.81759762139002,2,0,0,0,5.371926062842206,4.216592596186087,0
TX_00000089,2026-04-02 13:23:47.348404,CUST_000618,122.11801695546855,retail,Los Angeles,tablet,13,3,2.3009393938479663,263.54225501904835,3,0,0,0,4.813143382801403,0.4633716780887455,0
TX_00000090,2026-04-02 13:24:34.348404,CUST_000519,89.44220132286448,healthcare,Houston,desktop,13,3,4.536525880266365,60.18660244299081,4,0,0,0,4.504710987260219,1.4860815811556198,0
TX_00000091,2026-04-02 13:24:56.348404,CUST_000962,263.3113253547813,retail,Chicago,desktop,13,3,2.7794677541730555,71.80083424788974,1,0,0,0,5.577127671069722,3.667246044046071,0
TX_00000092,2026-04-02 13:25:09.348404,CUST_000842,105.0166174679481,retail,San Antonio,tablet,13,3,0.7435475307195086,37.087626289119434,1,0,0,0,4.663595850390708,2.831580987396794,0
TX_00000093,2026-04-02 13:26:37.348404,CUST_000439,106.49264354024682,healthcare,San Diego,desktop,13,3,1.160443399398018,62.23263284289256,1,0,0,0,4.677422413042378,1.7112026066628014,0
TX_00000094,2026-04-02 13:26:37.348404,CUST_000979,157.62284029873692,gas_station,New York,tablet,13,3,0.9072306229754158,26.46888718856214,0,0,0,0,5.066529310803879,5.955023313819164,0
TX_00000095,2026-04-02 13:26:54.348404,CUST_000377,276.01744017272586,online,Dallas,desktop,13,3,2.5791689881564595,83.11911925384074,2,0,0,0,5.624080465117751,3.320745487326272,0
TX_00000096,2026-04-02 13:27:18.348404,CUST_000503,56.506516240044704,gas_station,Phoenix,mobile,13,3,4.287523420012069,12.697229049227278,0,0,0,0,4.051898267296229,4.45030297720616,0
TX_00000097,2026-04-02 13:27:26.348404,CUST_000114,143.76954315089785,retail,San Diego,mobile,13,3,2.392491536141779,93.58478908747375,3,0,0,0,4.975143120471934,1.536249048085329,0
TX_00000098,2026-04-02 13:28:59.348404,CUST_000532,260.6938887263703,entertainment,New York,desktop,13,3,3.3667679939631188,168.87765132058686,1,0,0,0,5.567175457052391,1.5436849499492693,0
TX_00000099,2026-04-02 13:29:24.348404,CUST_000346,68.92322473196603,restaurant,Philadelphia,mobile,13,3,2.7756916525204622,121.74972354167878,4,0,0,0,4.24739785059221,0.5661058007115017,0
TX_00000100,2026-04-02 13:30:22.348404,CUST_000541,25.077155751354073,restaurant,Austin,tablet,13,3,7.094526844155489,26.31627378554021,3,0,0,0,3.261059672497405,0.9529143812576161,0
TX_00000101,2026-04-02 13:31:12.348404,CUST_000956,259.2618293129187,online,Chicago,desktop,13,3,2.081066129628903,136.14770968091608,3,0,0,0,5.561688160114037,1.90426875281663,0
TX_00000102,2026-04-02 13:31:43.348404,CUST_000320,338.69434249118916,gas_station,Austin,mobile,13,3,1.63318705836552,353.3039378843069,3,0,0,0,5.828046220600973,0.958648648298107,0
TX_00000103,2026-04-02 13:31:43.348404,CUST_000155,151.63000607452778,restaurant,Philadelphia,desktop,13,3,0.09025883846951614,50.13140406749582,3,0,0,0,5.028016731726072,3.0246510923647074,0
TX_00000104,2026-04-02 13:31:59.348404,CUST_000644,245.81060613903546,travel,Phoenix,desktop,13,3,6.144492735485518,64.02786404786963,2,0,0,0,5.508621265739274,3.8391192615024337,0
TX_00000105,2026-04-02 13:32:50.348404,CUST_000155,20.785196251956645,education,San Antonio,tablet,13,3,6.19103490987296,9.868966263178724,1,0,0,0,3.0812306681107264,2.1061168614494665,0
TX_00000106,2026-04-02 13:33:40.348404,CUST_000566,85.5202807993685,online,New York,mobile,13,3,0.06494875737913242,390.3713014770184,2,0,0,0,4.460378846564664,0.21907420057722451,0
TX_00000107,2026-04-02 13:35:11.348404,CUST_000749,221.01546516988734,entertainment,Los Angeles,tablet,13,3,0.6267162417207475,136.07340653804778,2,1,0,0,5.402747042373351,1.6242370261237542,0
TX_00000108,2026-04-02 13:36:43.348404,CUST_000804,624.9881974101701,travel,Dallas,tablet,13,3,6.062933181069277,393.3014514431085,0,0,0,0,6.439331516944996,1.5890818483302123,0
TX_00000109,2026-04-02 13:36:47.348404,CUST_000214,104.72068580779101,retail,Chicago,mobile,13,3,0.03546291971839083,387.67424116536154,0,0,0,0,4.660800576735394,0.2701254679521579,0
TX_00000110,2026-04-02 13:37:16.348404,CUST_000127,854.3751457980366,travel,Philadelphia,tablet,13,3,1.7017884867766329,265.800185939305,2,0,0,0,6.751540139721908,3.2143511968540595,0
TX_00000111,2026-04-02 13:37:27.348404,CUST_000616,143.75964666991086,travel,Austin,desktop,13,3,0.1191488049774546,108.53677534289645,0,0,0,0,4.975074757893384,1.3245247632955377,0
TX_00000112,2026-04-02 13:37:37.348404,CUST_000940,138.36460535292306,healthcare,San Antonio,mobile,13,3,3.640911472546125,91.18276547153641,1,0,0,0,4.937093559005667,1.517442519289623,0
TX_00000113,2026-04-02 13:39:15.348404,CUST_000951,87.86547663084625,restaurant,San Diego,desktop,13,3,1.632966370781722,155.39893203065168,5,0,0,0,4.4871237277360425,0.5654187933126542,0
TX_00000114,2026-04-02 13:40:06.348404,CUST_000068,315.2584873447947,entertainment,Houston,mobile,13,3,0.6658254419176405,258.027434820119,2,0,0,0,5.756559877135508,1.2218021993071149,0
TX_00000115,2026-04-02 13:41:49.348404,CUST_000567,109.66506537380936,healthcare,Austin,desktop,13,3,0.9856990764302864,242.6227114064376,1,0,0,0,4.706508210629924,0.451998350599999,0
TX_00000116,2026-04-02 13:43:05.348404,CUST_000160,121.46026435336064,restaurant,Phoenix,tablet,13,3,3.3626796727745,125.00229940275715,1,0,0,0,4.807786604738975,0.9716642408474098,0
TX_00000117,2026-04-02 13:52:02.348404,CUST_000485,115.07241551151473,education,Philadelphia,desktop,13,3,2.089603393338209,159.62661684048206,2,0,0,0,4.754214267980864,0.7208848861747713,0
TX_00000118,2026-04-02 13:52:20.348404,CUST_000473,123.65402142460339,utilities,Los Angeles,desktop,13,3,0.7533657472723785,136.01855024428298,0,0,0,0,4.825542071178838,0.9090967460138821,0
TX_00000119,2026-04-02 13:52:46.348404,CUST_000877,74.38257900645645,education,New York,desktop,13,3,8.922717204191619,140.99290999546835,1,0,0,0,4.322576200658559,0.5275625491299327,0
TX_00000120,2026-04-02 13:53:26.348404,CUST_000014,91.68260072878697,grocery,Los Angeles,desktop,13,3,0.7025217309039336,59.31282102754966,4,0,0,0,4.529180760551418,1.5457467566110565,0
TX_00000121,2026-04-02 13:54:06.348404,CUST_000216,69.58976925222049,utilities,Austin,tablet,13,3,0.3584088334916379,342.3929700203937,5,0,0,0,4.256885222556883,0.20324532144475854,0
TX_00000122,2026-04-02 13:56:24.348404,CUST_000272,272.0153366862461,retail,Chicago,desktop,13,3,0.849568428595587,356.75534031386564,5,0,0,0,5.609527971944914,0.7624702588808702,0
TX_00000123,2026-04-02 13:57:04.348404,CUST_000242,115.83441310106241,entertainment,New York,desktop,13,3,0.5026047141196859,77.92316796105324,4,0,0,0,4.760757659713008,1.4865208401044165,0
TX_00000124,2026-04-02 13:57:31.348404,CUST_000331,92.13347452342354,utilities,Philadelphia,desktop,13,3,1.9548967305578029,168.5085329557849,2,0,0,0,4.5340336741531395,0.54675851072538,0
TX_00000125,2026-04-02 13:58:04.348404,CUST_000505,40.68866734087052,gas_station,San Antonio,tablet,13,3,5.469315316911254,170.64595768534167,2,0,0,0,3.730229325463591,0.23843909280228817,0
TX_00000126,2026-04-02 13:58:26.348404,CUST_000016,150.7708983570672,healthcare,San Antonio,desktop,13,3,3.7833396243033426,49.50814622845268,1,0,0,0,5.022372136154984,3.0453755562032763,0
TX_00000127,2026-04-02 14:01:32.348404,CUST_000475,328.21301486937034,grocery,Los Angeles,mobile,14,3,1.8524713206043437,331.1304027989813,1,0,0,0,5.796705002861562,0.991189610180911,0
TX_00000128,2026-04-02 14:03:42.348404,CUST_000973,288.5045800723366,education,Phoenix,desktop,14,3,1.5353252596849687,180.8636426960275,1,0,0,0,5.668171117517738,1.5951496706124524,0
TX_00000129,2026-04-02 14:04:29.348404,CUST_000647,179.92270581362158,online,Los Angeles,tablet,14,3,2.6074981910335904,148.74567916265462,3,0,0,0,5.198069900354656,1.2095995448504733,0
TX_00000130,2026-04-02 14:05:25.348404,CUST_000550,107.23350368337792,utilities,Phoenix,desktop,14,3,9.3201488542775,33.59171358700059,1,0,0,0,4.684290964354246,3.1922605974133877,0
TX_00000131,2026-04-02 14:06:02.348404,CUST_000322,283.0602667873117,online,San Antonio,desktop,14,3,0.5355137937125851,92.97916892276719,4,0,0,0,5.649186422646062,3.0443406847660115,0
TX_00000132,2026-04-02 14:06:46.348404,CUST_000653,291.39192878688317,education,Houston,desktop,14,3,0.14463701396578135,403.44134254065955,3,0,0,0,5.678095124166612,0.7222659109546171,0
TX_00000133,2026-04-02 14:08:28.348404,CUST_000168,50.31783119301598,healthcare,Los Angeles,mobile,14,3,7.206115956480196,123.23694985952146,2,0,0,0,3.9380382783909917,0.4083014976463924,0
TX_00000134,2026-04-02 14:08:52.348404,CUST_000680,122.53129651019039,utilities,San Antonio,tablet,14,3,3.0602173642158617,112.85752685924155,1,0,0,0,4.816494537002351,1.0857166546190065,0
TX_00000135,2026-04-02 14:10:13.348404,CUST_000605,686.0978824697218,healthcare,San Antonio,desktop,14,3,2.38824776754947,64.51396251303602,1,1,0,0,6.532476760195172,10.634874308504696,0
TX_00000136,2026-04-02 14:10:42.348404,CUST_000042,76.1879278426012,utilities,San Antonio,tablet,14,3,1.0846024276253476,381.50313253633783,3,0,0,0,4.346243069707031,0.19970459308179958,0
TX_00000137,2026-04-02 14:11:13.348404,CUST_000611,147.3363388075941,retail,Chicago,tablet,14,3,7.258647642437505,157.33795797747854,4,0,0,0,4.999482254917097,0.9364322551375932,0
TX_00000138,2026-04-02 14:11:59.348404,CUST_000427,247.7020892023412,online,New York,tablet,14,3,0.33824215808992814,208.564739423344,0,0,0,0,5.516255751265998,1.1876508459062025,0
